cui|string|lex
C0480358|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at unspecified place (finding)|UMLS-SUICIDE
C0480358|[x]intentional self harm by hanging, strangulation and suffocation, occurrence at unspecified place (event)|UMLS-SUICIDE
C0480359|intentional self-harm by drowning and submersion|UMLS-SUICIDE
C0480359|intentional self harm by drowning and submersion|UMLS-SUICIDE
C0480359|[x]intentional self harm by drowning and submersion|UMLS-SUICIDE
C0480359|[x]inten self drown/submersion|UMLS-SUICIDE
C0480359|inten self drown/submersion|UMLS-SUICIDE
C0480359|intentional self-harm by drowning and submersion, unsp|UMLS-SUICIDE
C0480359|[x]intentional self harm by drowning and submersion (finding)|UMLS-SUICIDE
C0480359|[x]intentional self harm by drowning and submersion (event)|UMLS-SUICIDE
C0480359|intentional self-harm by drowning and submersion, unspecified|UMLS-SUICIDE
C0480360|[x]intentional self harm by drowning and submersion, occurrence at home|UMLS-SUICIDE
C0480360|[x]intent self harm by drowning/submersion occurrn at home|UMLS-SUICIDE
C0480360|intent self harm by drowning/submersion occurrn at home|UMLS-SUICIDE
C0480360|intentional self harm by drowning and submersion, occurrence at home|UMLS-SUICIDE
C0480360|[x]inten self submersion home|UMLS-SUICIDE
C0480360|inten self submersion home|UMLS-SUICIDE
C0480360|[x]intentional self harm by drowning and submersion, occurrence at home (finding)|UMLS-SUICIDE
C0480360|[x]intentional self harm by drowning and submersion, occurrence at home (event)|UMLS-SUICIDE
C0480361|[x]intentional self harm by drowning and submersion, occurrence in residential institution|UMLS-SUICIDE
C0480361|[x]intent self harm by drowning/submersn occ resid instit'n|UMLS-SUICIDE
C0480361|[x]inten self submers res ins|UMLS-SUICIDE
C0480361|intent self harm by drowning/submersn occ resid instit'n|UMLS-SUICIDE
C0480361|intentional self harm by drowning and submersion, occurrence in residential institution|UMLS-SUICIDE
C0480361|inten self submers res ins|UMLS-SUICIDE
C0480361|[x]intentional self harm by drowning and submersion, occurrence in residential institution (finding)|UMLS-SUICIDE
C0480361|[x]intentional self harm by drowning and submersion, occurrence in residential institution (event)|UMLS-SUICIDE
C0480362|[x]intentional self harm by drowning and submersion, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480362|[x]intent self harm drown/submers occ sch/ins/pub adm area|UMLS-SUICIDE
C0480362|intent self harm drown/submers occ sch/ins/pub adm area|UMLS-SUICIDE
C0480362|intentional self harm by drowning and submersion, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480362|[x]inten self submers pub inst|UMLS-SUICIDE
C0480362|inten self submers pub inst|UMLS-SUICIDE
C0480362|[x]intentional self harm by drowning and submersion, occurrence at school, other institution and public administrative area (finding)|UMLS-SUICIDE
C0480362|[x]intentional self harm by drowning and submersion, occurrence at school, other institution and public administrative area (event)|UMLS-SUICIDE
C0480363|[x]intentional self harm by drowning and submersion, occurrence at sports and athletics area|UMLS-SUICIDE
C0480363|[x]inten self submers sport ar|UMLS-SUICIDE
C0480363|inten self submers sport ar|UMLS-SUICIDE
C0480363|intentional self harm by drowning and submersion, occurrence at sports and athletics area|UMLS-SUICIDE
C0480363|[x]intent self harm by drown/submersn occ sport/athlet area|UMLS-SUICIDE
C0480363|intent self harm by drown/submersn occ sport/athlet area|UMLS-SUICIDE
C0480363|[x]intentional self harm by drowning and submersion, occurrence at sports and athletics area (finding)|UMLS-SUICIDE
C0480363|[x]intentional self harm by drowning and submersion, occurrence at sports and athletics area (event)|UMLS-SUICIDE
C0480364|[x]intentional self harm by drowning and submersion, occurrence on street and highway|UMLS-SUICIDE
C0480364|[x]intent self harm by drowning/submersn occ street/highway|UMLS-SUICIDE
C0480364|[x]inten self submersion hway|UMLS-SUICIDE
C0480364|intent self harm by drowning/submersn occ street/highway|UMLS-SUICIDE
C0480364|intentional self harm by drowning and submersion, occurrence on street and highway|UMLS-SUICIDE
C0480364|inten self submersion hway|UMLS-SUICIDE
C0480364|[x]intentional self harm by drowning and submersion, occurrence on street and highway (finding)|UMLS-SUICIDE
C0480364|[x]intentional self harm by drowning and submersion, occurrence on street and highway (event)|UMLS-SUICIDE
C0480365|[x]intentional self harm by drowning and submersion, occurrence at trade and service area|UMLS-SUICIDE
C0480365|[x]inten self submers trade ar|UMLS-SUICIDE
C0480365|inten self submers trade ar|UMLS-SUICIDE
C0480365|intentional self harm by drowning and submersion, occurrence at trade and service area|UMLS-SUICIDE
C0480365|[x]intent self harm by drown/submersn occ trade/servce area|UMLS-SUICIDE
C0480365|intent self harm by drown/submersn occ trade/servce area|UMLS-SUICIDE
C0480365|[x]intentional self harm by drowning and submersion, occurrence at trade and service area (finding)|UMLS-SUICIDE
C0480365|[x]intentional self harm by drowning and submersion, occurrence at trade and service area (event)|UMLS-SUICIDE
C0480366|[x]intentional self harm by drowning and submersion, occurrence at industrial and construction area|UMLS-SUICIDE
C0480366|[x]inten self submers indus ar|UMLS-SUICIDE
C0480366|inten self submers indus ar|UMLS-SUICIDE
C0480366|intentional self harm by drowning and submersion, occurrence at industrial and construction area|UMLS-SUICIDE
C0480366|[x]intent self harm by drown/submers occ indust/constr area|UMLS-SUICIDE
C0480366|intent self harm by drown/submers occ indust/constr area|UMLS-SUICIDE
C0480366|[x]intentional self harm by drowning and submersion, occurrence at industrial and construction area (finding)|UMLS-SUICIDE
C0480366|[x]intentional self harm by drowning and submersion, occurrence at industrial and construction area (event)|UMLS-SUICIDE
C0480367|[x]intentional self harm by drowning and submersion, occurrence on farm|UMLS-SUICIDE
C0480367|[x]intent self harm by drowning/submersion occurrn on farm|UMLS-SUICIDE
C0480367|[x]inten self submersion farm|UMLS-SUICIDE
C0480367|intent self harm by drowning/submersion occurrn on farm|UMLS-SUICIDE
C0480367|intentional self harm by drowning and submersion, occurrence on farm|UMLS-SUICIDE
C0480367|inten self submersion farm|UMLS-SUICIDE
C0480367|[x]intentional self harm by drowning and submersion, occurrence on farm (finding)|UMLS-SUICIDE
C0480367|[x]intentional self harm by drowning and submersion, occurrence on farm (event)|UMLS-SUICIDE
C0480368|[x]intentional self harm by drowning and submersion, occurrence at other specified place|UMLS-SUICIDE
C0480368|intentional self harm by drowning and submersion, occurrence at other specified place|UMLS-SUICIDE
C0480368|[x]intent self harm by drown/submersn occ oth specif place|UMLS-SUICIDE
C0480368|[x]inten self submers os place|UMLS-SUICIDE
C0480368|intent self harm by drown/submersn occ oth specif place|UMLS-SUICIDE
C0480368|inten self submers os place|UMLS-SUICIDE
C0480368|[x]intentional self harm by drowning and submersion, occurrence at other specified place (finding)|UMLS-SUICIDE
C0480368|[x]intentional self harm by drowning and submersion, occurrence at other specified place (event)|UMLS-SUICIDE
C0480369|[x]intentional self harm by drowning and submersion, occurrence at unspecified place|UMLS-SUICIDE
C0480369|intentional self harm by drowning and submersion, occurrence at unspecified place|UMLS-SUICIDE
C0480369|[x]intent self harm by drown/submersn occ unspecified place|UMLS-SUICIDE
C0480369|[x]inten self submers unsp pl|UMLS-SUICIDE
C0480369|intent self harm by drown/submersn occ unspecified place|UMLS-SUICIDE
C0480369|inten self submers unsp pl|UMLS-SUICIDE
C0480369|[x]intentional self harm by drowning and submersion, occurrence at unspecified place (finding)|UMLS-SUICIDE
C0480369|[x]intentional self harm by drowning and submersion, occurrence at unspecified place (event)|UMLS-SUICIDE
C0480370|intentional self-harm by handgun discharge|UMLS-SUICIDE
C0480370|intentional self harm by handgun discharge|UMLS-SUICIDE
C0480370|[x]intentional self harm by handgun discharge|UMLS-SUICIDE
C0480370|[x]intention self harm handgun|UMLS-SUICIDE
C0480370|intention self harm handgun|UMLS-SUICIDE
C0480370|[x]intentional self harm by handgun discharge (finding)|UMLS-SUICIDE
C0480370|[x]intentional self harm by handgun discharge (event)|UMLS-SUICIDE
C0480371|[x]intentional self harm by handgun discharge, occurrence at home|UMLS-SUICIDE
C0480371|[x]intention self harm by handgun discharge occurrn at home|UMLS-SUICIDE
C0480371|intention self harm by handgun discharge occurrn at home|UMLS-SUICIDE
C0480371|intentional self harm by handgun discharge, occurrence at home|UMLS-SUICIDE
C0480371|[x]int shot self handgun home|UMLS-SUICIDE
C0480371|int shot self handgun home|UMLS-SUICIDE
C0480371|[x]intentional self harm by handgun discharge, occurrence at home (finding)|UMLS-SUICIDE
C0480371|[x]intentional self harm by handgun discharge, occurrence at home (event)|UMLS-SUICIDE
C0480372|[x]intentional self harm by handgun discharge, occurrence in residential institution|UMLS-SUICIDE
C0480372|[x]intent self harm by handgun disch occ in resid instit'n|UMLS-SUICIDE
C0480372|[x]int shot self h'gun res ins|UMLS-SUICIDE
C0480372|intent self harm by handgun disch occ in resid instit'n|UMLS-SUICIDE
C0480372|intentional self harm by handgun discharge, occurrence in residential institution|UMLS-SUICIDE
C0480372|int shot self h'gun res ins|UMLS-SUICIDE
C0480372|[x]intentional self harm by handgun discharge, occurrence in residential institution (finding)|UMLS-SUICIDE
C0480372|[x]intentional self harm by handgun discharge, occurrence in residential institution (event)|UMLS-SUICIDE
C0480373|[x]intentional self harm by handgun discharge, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480373|[x]intent self harm h'gun disch occ sch oth ins/pub adm area|UMLS-SUICIDE
C0480373|intent self harm h'gun disch occ sch oth ins/pub adm area|UMLS-SUICIDE
C0480373|intentional self harm by handgun discharge, occurrence at school, other institution and public administrative area|UMLS-SUICIDE
C0480373|[x]int shot self h'gun pub ins|UMLS-SUICIDE
C0480373|int shot self h'gun pub ins|UMLS-SUICIDE
C0480373|[x]intentional self harm by handgun discharge, occurrence at school, other institution and public administrative area (finding)|UMLS-SUICIDE
C0480373|[x]intentional self harm by handgun discharge, occurrence at school, other institution and public administrative area (event)|UMLS-SUICIDE
C0480374|[x]intentional self harm by handgun discharge, occurrence at sports and athletics area|UMLS-SUICIDE
C0480374|[x]int shot slf h'gun sport ar|UMLS-SUICIDE
C0480374|int shot slf h'gun sport ar|UMLS-SUICIDE
C0480374|intentional self harm by handgun discharge, occurrence at sports and athletics area|UMLS-SUICIDE
C0480374|[x]intent self harm by handgun disch occ sport/athlet area|UMLS-SUICIDE
C0480374|intent self harm by handgun disch occ sport/athlet area|UMLS-SUICIDE
C0480374|[x]intentional self harm by handgun discharge, occurrence at sports and athletics area (finding)|UMLS-SUICIDE
C0480374|[x]intentional self harm by handgun discharge, occurrence at sports and athletics area (event)|UMLS-SUICIDE
C0480375|[x]intentional self harm by handgun discharge, occurrence on street and highway|UMLS-SUICIDE
C0480375|[x]intent self harm by handgun disch occ on street/highway|UMLS-SUICIDE
C0480375|[x]int shot self h'gun highway|UMLS-SUICIDE
C0480375|intent self harm by handgun disch occ on street/highway|UMLS-SUICIDE
C0480375|intentional self harm by handgun discharge, occurrence on street and highway|UMLS-SUICIDE
C0480375|int shot self h'gun highway|UMLS-SUICIDE
C0480375|[x]intentional self harm by handgun discharge, occurrence on street and highway (finding)|UMLS-SUICIDE
C0480375|[x]intentional self harm by handgun discharge, occurrence on street and highway (event)|UMLS-SUICIDE
C0480376|[x]intentional self harm by handgun discharge, occurrence at trade and service area|UMLS-SUICIDE
C0480376|[x]int shot slf h'gun trade ar|UMLS-SUICIDE
C0480376|int shot slf h'gun trade ar|UMLS-SUICIDE
C0480376|intentional self harm by handgun discharge, occurrence at trade and service area|UMLS-SUICIDE
C0480376|[x]intent self harm by handgun disch occ trade/service area|UMLS-SUICIDE
C0480376|intent self harm by handgun disch occ trade/service area|UMLS-SUICIDE
C0480376|[x]intentional self harm by handgun discharge, occurrence at trade and service area (finding)|UMLS-SUICIDE
C0480376|[x]intentional self harm by handgun discharge, occurrence at trade and service area (event)|UMLS-SUICIDE
C0480377|[x]intentional self harm by handgun discharge, occurrence at industrial and construction area|UMLS-SUICIDE
C0480377|[x]int shot slf h'gun indus ar|UMLS-SUICIDE
C0480377|int shot slf h'gun indus ar|UMLS-SUICIDE
C0480377|intentional self harm by handgun discharge, occurrence at industrial and construction area|UMLS-SUICIDE
C0480377|[x]intent self harm by handgun disch occ indust/constr area|UMLS-SUICIDE
C0480377|intent self harm by handgun disch occ indust/constr area|UMLS-SUICIDE
C0480377|[x]intentional self harm by handgun discharge, occurrence at industrial and construction area (finding)|UMLS-SUICIDE
